company,valuation,industry,city,country,continent,year_founded,funding,select_investors,year_joined
Rubicon,1000000000,Other,Atlanta,United States,North America,2008,223000000,"Goldman Sachs, Leonardo DiCaprio, Promecap",2017
Socar,1000000000,Auto & transportation,Jeju-do,South Korea,Asia,2012,408000000,"Bain Capital, Altos Ventures, Songhyun Investment",2020
MobileCoin,1000000000,Fintech,San Francisco,United States,North America,2018,107000000,"General Catalyst, Future Ventures, AU21",2021
Density,1000000000,Hardware,San Francisco,United States,North America,2014,217000000,"Founders Fund, Upfront Ventures, 01 Advisors",2021
Instabase,1000000000,Data management & analytics,San Francisco,United States,North America,2015,132000000,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz",2019
Jiuxian,1000000000,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,250000000,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth",2015
Mixpanel,1000000000,Internet software & services,San Francisco,United States,North America,2009,277000000,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital",2021
Sendbird,1000000000,Mobile & telecommunications,San Mateo,United States,North America,2013,221000000,"FundersClub, Y Combinator, Tiger Global Management",2021
OrCam Technologies,1000000000,Artificial intelligence,Jerusalem,Israel,Asia,2010,86000000,"Intel Capital, Aviv Venture Capital",2018
Leap Motor,1000000000,Auto & transportation,Hangzhou,China,Asia,2015,1000000000,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group",2018
1KMXC,1000000000,Hardware,Hangzhou,China,Asia,2014,86000000,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group",2021
58 Daojia,1000000000,Internet software & services,Beijing,China,Asia,2014,300000000,"KKR, Alibaba Group, Ping An Insurance",2015
Agile Robots,1000000000,Hardware,Munich,Germany,Europe,2018,240000000,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture",2021
Aibee,1000000000,Artificial intelligence,Beijing,China,Asia,2017,273000000,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures",2021
Aircall,1000000000,Internet software & services,New York,United States,North America,2014,226000000,"Balderton Capital, Next World Capital, Draper Esprit",2021
Ajaib,1000000000,Fintech,Jakarta,Indonesia,Asia,2018,245000000,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners",2021
Alto Pharmacy,1000000000,Health,San Francisco,United States,North America,2015,524000000,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group",2020
Amagi,1000000000,Internet software & services,Bengaluru,India,Asia,2008,240000000,"Mayfield, Accel, Norwest Venture Partners",2022
Amperity,1000000000,Artificial intelligence,Seattle,United States,North America,2016,187000000,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners",2021
Anyscale,1000000000,Artificial Intelligence,Berkeley,United States,North America,2019,160000000,"Andreessen Horowitz, Intel Capital, Foundation Capital",2021
Aptos,1000000000,Internet software & services,Palo Alto,United States,North America,2021,200000000,"Andreessen Horowitz, Coinbase Ventures, Tiger Global Management",2022
Aqua Security,1000000000,Cybersecurity,Ramat Gan,Israel,Asia,2015,265000000,"TLV Partners, Lightspeed Venture Partners, M12",2021
Assent,1000000000,"Supply chain, logistics, & delivery",Ottawa,Canada,North America,2010,534000000,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures",2022
Augury,1000000000,Artificial intelligence,New York,United States,North America,2011,294000000,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures",2021
Axelar,1000000000,Internet software & services,Waterloo,Canada,North America,2020,64000000,"Lemniscap VC, North Island Ventures, Polychain Capital",2022
Axiom Space,1000000000,Other,Houston,United States,North America,2016,150000000,"C5 Capital, Hemisphere Ventures, The Venture Collective",2021
Banma Network Technologies,1000000000,Auto & transportation,Shanghai,China,Asia,2015,697000000,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital",2018
BeiBei,1000000000,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2011,224000000,"Banyan Capital, New Horizon Capital, IDG Capital Partners",2015
BenevolentAI,1000000000,Artificial intelligence,London,United Kingdom,Europe,2013,292000000,Woodford Investment Management,2015
Berlin Brands Group,1000000000,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2005,800000000,"Ardian, Bain Capital",2021
Betterfly,1000000000,Artificial intelligence,Santiago,Chile,South America,2018,205000000,"QED Investors, DST Global, Endeavor",2022
BitFury,1000000000,Hardware,Amsterdam,Netherlands,Europe,2011,170000000,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital",2018
BlackBuck,1000000000,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,2015,352000000,"Accel, Sands Capital, International Finance Corporation",2021
Bluecore,1000000000,Artificial intelligence,New York,United States,North America,2013,238000000,"FirstMark Capital, Georgian Partners, Norwest Venture Partners",2021
BlueVoyant,1000000000,Cybersecurity,New York,United States,North America,2017,526000000,"8VC, Liberty Strategic Capital, Eden Global Partners",2022
Boom Supersonic,1000000000,Other,Englewood,United States,North America,2014,241000000,"WRVI Capital, Caffeinated Capital, Y Combinator",2020
Cadence,1000000000,Health,New York,United States,North America,2020,141000000,"Thrive Capital, General Catalyst, Coatue Management",2021
CAIS,1000000000,Fintech,New York,United States,North America,2009,406000000,"Franklin Templeton, Motive Partners, Apollo Global Management",2022
Cameo,1000000000,Internet software & services,Chicago,United States,North America,2016,165000000,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",2021
Capsule,1000000000,Health,New York,United States,North America,2016,570000000,"Thrive Capital, Durable Capital Partners, G Squared",2021
CargoX,1000000000,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2015,390000000,"Valor Capital Group, Lightrock, Softbank Group",2021
CHEQ,1000000000,Cybersecurity,New York,United States,North America,2014,182000000,"Battery Ventures, Tiger Global Management, Hanaco Ventures",2022
Chronosphere,1000000000,Data management & analytics,New York,United States,North America,2019,254000000,"Greylock Partners, Lux Capital, General Atlantic",2021
Clara,1000000000,Fintech,Mexico City,Mexico,North America,2020,109000000,"DST Global, General Catalyst, Monashees+",2021
Clearcover,1000000000,Fintech,Chicago,United States,North America,2016,305000000,"American Family Ventures, Cox Enterprises, OMERS Ventures",2021
CommerceIQ,1000000000,Artificial Intelligence,Palo Alto,United States,North America,2012,196000000,"Trinity Ventures, Madrona Venture Group, Shasta Ventures",2022
Contrast Security,1000000000,Cybersecurity,Los Altos,United States,North America,2014,269000000,"Acero Capital, General Catalyst, M12",2021
Darwinbox,1000000000,Internet software & services,Hyderabad,India,Asia,2015,107000000,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners",2022
Dental Monitoring,1000000000,Health,Paris,France,Europe,2014,232000000,"Vitruvian Partners, Merieux Equity Partners, Straumann",2021
DianRong,1000000000,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,549000000,"Standard Chartered, FinSight Ventures, Affirma Capital",2017
Drata,1000000000,Cybersecurity,San Diego,United States,North America,2020,128000000,"Cowboy Ventures, Leaders Fund, GGV Capital",2021
DriveNets,1000000000,Internet software & services,Ra'anana,Israel,Asia,2015,325000000,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",2021
Dune Analytics,1000000000,Data management & analytics,Oslo,Norway,Europe,2018,79000000,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners",2022
Dxy.cn,1000000000,Health,Hangzhou,China,Asia,2000,682000000,"Tencent Holdings, DCM Ventures",2018
EBANX,1000000000,Fintech,Curitiba,Brazil,South America,2012,460000000,"FTV Capital, Endeavor",2019
EcoFlow,1000000000,Hardware,Shenzhen,China,Asia,2017,105000000,"Delian Capital, China International Capital Corporation, Sequoia Capital China",2021
Electric,1000000000,Cybersecurity,New York,United States,North America,2016,209000000,"Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners",2022
Emerging Markets Property Group,1000000000,Other,Dubai,United Arab Emirates,Asia,2015,279000000,"OLX Group, KCK Group, EXOR Seeds",2020
Esusu,1000000000,Fintech,New York,United States,North America,2015,145000000,"Next Play Ventures, Zeal Capital Partners, SoftBank Group",2022
Evidation,1000000000,Health,San Mateo,United States,North America,2012,259000000,"B Capital Group,, GE Ventures, McKesson Ventures",2021
Expel,1000000000,Cybersecurity,Herndon,United States,North America,2016,258000000,"Paladin Capital Group, Greycroft, Scale Venture Partners",2021
Fabric,1000000000,"Supply chain, logistics, & delivery",New York,United States,North America,2015,294000000,"Innovation Endeavors, Aleph, Temasek",2021
Scandit,1000000000,"Supply chain, logistics, & delivery",Zurich,Switzerland,Europe,2009,273000000,"Atomico, NGP Capital, Google Ventures",2022
Feedzai,1000000000,Artificial intelligence,San Mateo,United States,North America,2009,277000000,"Global Founders Capital, Shea Ventures, Greycroft",2021
Fever Labs,1000000000,Internet software & services,New York,United States,North America,2012,299000000,"Accel, 14W, GS Growth",2022
Fiture,1000000000,Health,Chengdu,China,Asia,2019,391000000,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital",2021
FLASH,1000000000,Fintech,Austin,United States,North America,2011,314000000,"L Catterton, Trellis Partners, Vista Equity Partners",2022
Flash Express,1000000000,"Supply chain, logistics, & delivery",Bangkok,Thailand,Asia,2017,350000000,"SCB 10X, Krungsri Finnovate, eWTP Capital",2021
FlashEx,1000000000,"Supply chain, logistics, & delivery",Beijing,China,Asia,2014,359000000,"Prometheus Capital, Matrix Partners China, JD Capital Management",2018
Fractal Analytics,1000000000,Data management & analytics,Mumbai,India,Asia,2000,685000000,"TPG Capital, Apax Partners, TA Associates",2022
Freshbooks,1000000000,Fintech,Toronto,Canada,North America,2004,156000000,"Accomplice, Oak Investment Partners, Georgian Partners",2021
FXiaoKe,1000000000,Mobile & telecommunications,Beijing,China,Asia,2011,283000000,"IDG Capital, Northern Light Venture Capital, DCM Ventures",2015
Gauntlet Networks,1000000000,Fintech,New York,United States,North America,2018,45000000,"Polychain Capital, Paradigm, Ribbit Capital",2022
Geek+,1000000000,Hardware,Beijing,China,Asia,2015,439000000,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus",2018
Gelato,1000000000,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2007,269000000,"Greylock Partners, Google Ventures, BlackRock",2021
Glia,1000000000,Fintech,New York,United States,North America,2012,152000000,"Wildcat Capital Management, Insight Partners, Tola Capital",2022
GO1,1000000000,Internet software & services,Brisbane,Australia,Oceania,2015,284000000,"Y Combinator, M12, SEEK",2021
Groq,1000000000,Artificial intelligence,Mountain View,United States,North America,2016,362000000,"TDK Ventures, Social Capital, D1 Capital Partners",2021
Hailo,1000000000,Artificial intelligence,Tel Aviv,Israel,Asia,2017,221000000,"Glory Ventures, Maniv Mobility",2021
Haomao.AI,1000000000,Artificial Intelligence,Beijing,China,Asia,2019,157000000,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management",2021
Hasura,1000000000,Internet software & services,Bengaluru,India,Asia,2017,137000000,"Nexus Venture Partners, Vertex Ventures, STRIVE",2022
HAYDON,1000000000,Consumer & retail,Shanghai,China,Asia,2020,100000000,"Tencent Holdings, Hillhouse Capital Management",2021
HMD Global,1000000000,Mobile & telecommunications,Espoo,Finland,Europe,2016,330000000,Ginko Ventures,2018
Hotmart,1000000000,E-commerce & direct-to-consumer,Amsterdam,Netherlands,Europe,2011,127000000,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic",2020
Huike Group,1000000000,Edtech,Beijing,China,Asia,2010,302000000,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.",2018
Human Interest,1000000000,Fintech,San Francisco,United States,North America,2015,337000000,"Wing Venture Capital, Slow Ventures, Uncork Capital",2021
Ibotta,1000000000,Fintech,Denver,United States,North America,2011,93000000,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital",2019
iCarbonX,1000000000,Artificial intelligence,Shenzhen,China,Asia,2015,200000000,"Tencent, Vcanbio",2016
iFood,1000000000,"Supply chain, logistics, & delivery",Osasco,Brazil,South America,2011,592000000,"Movile, Just Eat, Naspers",2018
InFarm,1000000000,Other,Berlin,Germany,Europe,2013,600000000,"Atomico, Hanaco Venture Capital, TriplePoint Capital",2021
Infobip,1000000000,Mobile & telecommunications,Vodnjan,Croatia,Europe,2006,200000000,One Equity Partners,2020
Injective Protocol,1000000000,Fintech,New York,United States,North America,2018,17000000,"Pantera Capital, Cadenza Ventures, BlockTower Capital",2021
Intellifusion,1000000000,Artificial intelligence,Shenzhen,China,Asia,2014,173000000,"BOC International, TopoScend Capital, Hongxiu VC",2019
Interos,1000000000,Fintech,Arlington,United States,North America,2005,135000000,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock",2021
JoyTunes,1000000000,Edtech,Tel Aviv,Israel,Asia,2011,92000000,"Genesis Partners, Aleph, Insight Partners",2021
Kitopi,1000000000,"Supply chain, logistics, & delivery",Dubai,United Arab Emirates,Asia,2018,504000000,"CE-Ventures, BECO Capital, Nordstar",2021
KnowBox,1000000000,Edtech,Beijing,China,Asia,2014,306000000,"TAL Education Group, Legend Star, Alibaba Group",2019
Kopi Kenangan,1000000000,Consumer & retail,Jakarta,Indonesia,Asia,2017,333000000,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures",2021
Lamabang,1000000000,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2011,130000000,"5Y Capital, Matrix Partners China, K2VC",2015
LayerZero Labs,1000000000,Internet software & services,New York,United States,North America,2021,143000000,"Andreessen Horowitz, FTX Ventures, Tiger Global Management",2022
Lessen,1000000000,Internet software & services,Scottsdale,United States,North America,2019,205000000,"Khosla Ventures, General Catalyst, Navitas Capital",2021
LetsGetChecked,1000000000,Health,Dublin,Ireland,Europe,2015,263000000,"Optum Ventures, Qiming Venture Partners, Transformation Capital",2021
Licious,1000000000,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,489000000,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",2021
LinkDoc Technology,1000000000,Health,Beijing,China,Asia,2014,253000000,"China Investment Corporation, New Enterprise Associates",2018
Locus Robotics,1000000000,Hardware,Wilmington,United States,North America,2014,299000000,"Scale Venture Partners, Bond, Tiger Global Management",2021
Lookout,1000000000,Cybersecurity,San Francisco,United States,North America,2007,282000000,"Accel Partners, Greylock Partners, Lowercase Capital",2013
Lydia,1000000000,Fintech,Paris,France,Europe,2011,263000000,"NewAlpha, XAnge Private Equity, Tencent Holdings",2021
MadeiraMadeira,1000000000,E-commerce & direct-to-consumer,Parana,Brazil,South America,2009,336000000,"Flybridge Capital Partners, SoftBank Group, Monashees+",2021
Maimai,1000000000,Mobile & telecommunications,Beijing,China,Asia,2013,300000000,"Morningside Venture Capital, IDG Capital, DCM Ventures",2017
Masterworks,1000000000,Fintech,New York,United States,North America,2017,110000000,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners",2021
Maven Clinic,1000000000,Health,New York,United States,North America,2014,202000000,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",2021
MediaMath,1000000000,Internet software & services,New York,United States,North America,2007,325000000,"Silicon Valley Bank, QED Investors, European Founders Fund",2018
Meero,1000000000,Artificial intelligence,Paris,France,Europe,2016,293000000,"Aglae Ventures, Global Founders Capital, Alven Capital",2019
Mensa Brands,1000000000,Other,Bengaluru,India,Asia,2021,218000000,"Accel, Falcon Edge Capital, Norwest Venture Partners",2021
Mia.com,1000000000,E-commerce & direct-to-consumer,Beijing,China,Asia,2011,232000000,"Sequoia Capital China, ZhenFund, K2 Ventures",2015
Minio,1000000000,Data management & analytics,Palo Alto,United States,North America,2014,126000000,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital",2022
Mobvoi,1000000000,Consumer & retail,Beijing,China,Asia,2012,252000000,"Sequoia Capital China, SIG Asia Investments, ZhenFund",2017
Moka,1000000000,Internet software & services,Beijing,China,Asia,2015,144000000,"GGV Capital, GSR Ventures, FreesFund",2021
Momenta,1000000000,Artificial intelligence,Beijing,China,Asia,2016,1000000000,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China",2018
Morning Consult,1000000000,Internet software & services,Washington DC,United States,North America,2014,91000000,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",2021
Movile,1000000000,Mobile & telecommunications,Sao Paulo,Brazil,South America,1998,588000000,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures",2018
Mux,1000000000,Internet software & services,San Francisco,United States,North America,2015,174000000,"Accel, Cobalt Capital, Andreessen Horowitz",2021
Nature's Fynd,1000000000,Other,Chicago,United States,North America,2012,463000000,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures",2021
Newlink Group,1000000000,E-commerce & direct-to-consumer,Beijing,China,Asia,2016,655000000,"JOY Capital, NIO Capital, Blueflame Capital",2020
News Break,1000000000,Internet software & services,Mountain View,United States,North America,2015,151000000,"IDG Capital, Francisco Partners, ZhenFund",2021
Newsela,1000000000,Internet software & services,New York,United States,North America,2013,172000000,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners",2021
Numbrs,1000000000,Fintech,Zurich,Switzerland,Europe,1999,105000000,"Investment Corporation of Dubai, Centralway",2019
Omada Health,1000000000,Health,San Francisco,United States,North America,2011,449000000,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz",2022
Omio,1000000000,Travel,Berlin,Germany,Europe,2013,396000000,"Lakestar, Battery Ventures, New Enterprise Associates",2018
OpenWeb,1000000000,Internet software & services,New York,United States,North America,2012,223000000,"Insight Partners, AltaIR Capital, Norma Investments",2021
Orbbec Technology,1000000000,Hardware,Shenzhen,China,Asia,2013,200000000,"R-Z Capital, Green Pine Capital Partners, SAIF Partners China",2018
Orca Bio,1000000000,Health,Menlo Park,United States,North America,2016,192000000,"Lightspeed Venture Partners, Data Collective, 8VC",2020
Orchard,1000000000,Fintech,New York,United States,North America,2017,252000000,"Accomplice, Juxtapose, FirstMark Capital",2021
Owkin,1000000000,Artificial Intelligence,New York,United States,North America,2016,254000000,"Google Ventures, Cathay Innovation, NJF Capital",2021
PandaDoc,1000000000,Internet software & services,San Francisco,United States,North America,2016,51000000,"Rembrandt Venture Partners, M12, Altos Ventures",2021
Pat McGrath Labs,1000000000,Consumer & retail,New York,United States,North America,2016,60000000,"One Luxury Group, Eurazeo",2018
Payhawk,1000000000,Fintech,London,United Kingdom,Europe,2018,239000000,"Earlybird Venture Capital, Eleven Ventures, QED Investors",2022
Pentera,1000000000,Cybersecurity,Petah Tikva,Israel,Asia,2015,190000000,"AWZ Ventures, Blackstone, Insight Partners",2022
Pet Circle,1000000000,E-commerce & direct-to-consumer,Alexandria,Australia,Oceania,2011,125000000,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners",2021
PicsArt,1000000000,Mobile & telecommunications,San Francisco,United States,North America,2011,195000000,"Sequoia Capital, DCM Ventures, Insight Partners",2021
PLACE,1000000000,Internet software & services,Bellingham,United States,North America,2020,100000000,"Goldman Sachs Asset Management, 3L",2021
Placer.ai,1000000000,Artificial intelligence,Los Altos,United States,North America,2016,166000000,"Fifth Wall Ventures, JBV Capital, Array Ventures",2022
Printful,1000000000,Other,Charlotte,United States,North America,2016,130000000,Bregal Sagemount,2021
Quantum Metric,1000000000,Data management & analytics,Colorado Springs,United States,North America,2015,226000000,"Insight Partners, Bain Capital Ventures",2021
Quizlet,1000000000,Edtech,San Francisco,United States,North America,2005,62000000,"Union Square Ventures, Altos Ventures, Costanoa Ventures",2020
RapidAPI,1000000000,Internet software & services,San Francisco,United States,North America,2015,273000000,"Green Bay Ventures, M12, Andreessen Horowitz",2022
Razor,1000000000,Consumer & retail,Berlin,Germany,Europe,2020,167000000,"Global Founders Capital, 468 Capital, Redalpine Venture Partners",2021
Red Ventures,1000000000,Other,Fort Mill,United States,North America,2000,250000000,"Silver Lake Partners, General Atlantic",2015
REEF Technology,1000000000,"Supply chain, logistics, & delivery",Miami,United States,North America,2015,2000000000,"Target Global, UBS Asset Management, Mubadala Capital",2018
ReliaQuest,1000000000,Cybersecurity,Tampa,United States,North America,2007,330000000,"KKR, FTV Capital, Ten Eleven Ventures",2021
Revolution Precrafted,1000000000,Other,Manila,Philippines,Asia,2015,15000000,"K2 Global, 500 Startups",2017
Rothy's,1000000000,Consumer & retail,San Francisco,United States,North America,2016,484000000,"Alpargatas, GS Growth, Lightspeed Venture Partners",2021
SaltPay,1000000000,Fintech,London,United Kingdom,Europe,2019,1000000000,"Tiger Global Management, Hedosophia",2021
Savage X Fenty,1000000000,E-commerce & direct-to-consumer,El Segundo,United States,North America,2018,310000000,"Speedinvest, Valar Ventures, Uniqa Ventures",2021
Scalapay,1000000000,Fintech,Milan,Italy,Europe,2019,416000000,"Fasanara Capital, Tiger Global Management, Baleen Capital",2022
Sentry,1000000000,Other,San Francisco,United States,North America,2011,127000000,"New Enterprise Associates, Accel, Bond",2021
Shield AI,1000000000,Artificial intelligence,San Diego,United States,North America,2015,328000000,"Andreessen Horowitz, Homebrew, Point72 Ventures",2021
Shift Technology,1000000000,Artificial intelligence,Paris,France,Europe,2014,545000000,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",2021
ShipBob,1000000000,"Supply chain, logistics, & delivery",Chicago,United States,North America,2014,331000000,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures",2021
Shippo,1000000000,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,154000000,"Version One Ventures, Uncork Capital, Bessemer Venture Partners",2021
Sidecar Health,1000000000,Fintech,El Segundo,United States,North America,2018,163000000,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures",2021
Sift,1000000000,Artificial intelligence,San Francisco,United States,North America,2011,157000000,"Union Square Ventures, Insight Partners, Spark Capital",2021
Skydio,1000000000,"Supply chain, logistics, & delivery",Redwood City,United States,North America,2014,340000000,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",2021
Slice,1000000000,Fintech,Bengaluru,India,Asia,2015,249000000,"Gunosy Capital, Blume Ventures, Das Capital",2021
SmartAsset,1000000000,Fintech,New York,United States,North America,2012,161000000,"Javelin Venture Partners, TTV Capital, Peterson Ventures",2021
SMS Assist,1000000000,Internet software & services,Chicago,United States,North America,2003,255000000,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital",2016
SnapLogic,1000000000,Internet software & services,San Mateo,United States,North America,2006,371000000,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners",2021
Standard,1000000000,Artificial intelligence,San Francisco,United States,North America,2017,239000000,"CRV, Y Combinator, Initialized Capital",2021
Stytch,1000000000,Cybersecurity,San Francisco,United States,North America,2020,126000000,"Index Ventures, Benchmark, Thrive Capital",2021
Swile,1000000000,Fintech,Montpellier,France,Europe,2016,326000000,"Index Ventures, IDInvest Partners, Daphni",2021
Tarana Wireless,1000000000,Mobile & telecommunications,Milpitas,United States,North America,2009,376000000,"Prime Movers Lab, Khosla Ventures, I Squared Capital",2022
TechStyle Fashion Group,1000000000,E-commerce & direct-to-consumer,El Segundo,United States,North America,2010,336000000,"Matrix Partners, Passport Capital, Rho Ventures",2014
TensTorrent,1000000000,Artificial intelligence,Toronto,Canada,North America,2016,235000000,"Eclipse Ventures, Fidelity Investments, Moore Capital Management",2021
Tezign,1000000000,Internet software & services,Shanghai,China,Asia,2015,151000000,"Sequoia Capital China, Linear Venture, Hearst Ventures",2021
The Zebra,1000000000,E-commerce & direct-to-consumer,Austin,United States,North America,2012,257000000,"Silverton Partners, Accel, Ballast Point Ventures",2021
Thirty Madison,1000000000,Health,New York,United States,North America,1993,210000000,"Northzone Ventures, Maveron, Johnson & Johnson Innovation",2021
Thought Machine,1000000000,Fintech,London,United Kingdom,Europe,2014,403000000,"British Patient Capital, SEB Venture Capital, IQ Capital",2021
Timescale,1000000000,Internet software & services,New York,United States,North America,2015,181000000,"New Enterprise Associates, Benchmark, Two Sigma Ventures",2022
Tractable,1000000000,Artificial intelligence,London,United Kingdom,Europe,2014,120000000,"Insight Partners, Ignition Partners, Georgian Partners",2021
TrialSpark,1000000000,Health,New York,United States,North America,2014,156000000,"Sequoia Capital, Thrive Capital, Sound Ventures",2021
TrueLayer,1000000000,Fintech,London,United Kingdom,Europe,2016,271000000,"Anthemis, Connect Ventures, Northzone Ventures",2021
Unico,1000000000,Artificial intelligence,Sao Paulo,Brazil,South America,2007,237000000,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures",2021
Vagaro,1000000000,Internet software & services,Dublin,United States,North America,2009,163000000,FTV Capital,2021
Vedantu,1000000000,Edtech,Bengaluru,India,Asia,2014,292000000,"Accel, Tiger Global Management, Omidyar Network",2021
Veev,1000000000,Internet software & services,San Mateo,United States,North America,2008,585000000,"Zeev Ventures, Bond, Fifth Wall Ventures",2022
Vise,1000000000,Fintech,New York,United States,North America,2016,128000000,"Sequoia Capital, Founders Fund, Bling Capital",2021
Visier,1000000000,Internet software & services,Vancouver,Canada,North America,2010,217000000,"Foundation Capital, Summit Partners, Adams Street Partners",2021
VOI,1000000000,Travel,Stockholm,Sweden,Europe,2018,516000000,"Vostok New Ventures, The Raine Group, Balderton Capital",2021
Vox Media,1000000000,Internet software & services,Washington,United States,North America,2011,308000000,"Accel Partners, Comcast Ventures, General Atlantic",2015
VTS,1000000000,Internet software & services,New York,United States,North America,2012,187000000,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners",2019
Watershed,1000000000,Internet software & services,San Francisco,United States,North America,2019,70000000,"Kleiner Perkins Caufield & Byers, Sequoia Capital",2022
Weights & Biases,1000000000,Internet software & services,San Francisco,United States,North America,2017,200000000,"Coatue Management, Insight Partners, Trinity Ventures",2021
Womai,1000000000,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,330000000,"SAIF Partners China, Baidu, IDG Capital",2015
Wrapbook,1000000000,Fintech,New York,United States,North America,2018,131000000,"Equal Ventures, Uncork Capital, Andreessen Horowitz",2021
Xendit,1000000000,Fintech,Jakarta,Indonesia,Asia,2014,215000000,"Accel, Y Combinator, Amasia",2021
XForcePlus,1000000000,Internet software & services,Shanghai,China,Asia,2015,200000000,"Eastern Bell Capital, Danhua Capital, MSA Capital",2021
YH Global,1000000000,"Supply chain, logistics, & delivery",Shenzhen,China,Asia,1997,182000000,"Co-Energy Finance, Grandland",2017
YipitData,1000000000,Internet software & services,New York,United States,North America,2008,492000000,"RRE Ventures+, Highland Capital Partners, The Carlyle Group",2021
Yunxuetang,1000000000,Edtech,Suzhou,China,Asia,2011,389000000,"Matrix Partners China, Sequoia Capital China, Hundreds Capital",2021
Zhaogang,1000000000,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,379000000,"K2 Ventures, Matrix Partners China, IDG Capital",2017
Zhuan Zhuan,1000000000,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,990000000,"58.com, Tencent Holdings",2017
Zihaiguo,1000000000,Consumer & retail,Chongqing,China,Asia,2018,80000000,"Xingwang Investment Management, China Capital Investment Group, Matrix Partners China",2021
Zopa,1000000000,Fintech,London,United Kingdom,Europe,2005,792000000,"IAG Capital Partners, Augmentum Fintech, Northzone Ventures",2021
Zwift,1000000000,E-commerce & direct-to-consumer,Long Beach,United States,North America,2014,620000000,"Novator Partners, True, Causeway Media Partners",2020
Amber Group,3000000000,Fintech,Central,Hong Kong,Asia,2015,328000000,"Tiger Global Management, Tiger Brokers, DCM Ventures",2021
Moglix,3000000000,E-commerce & direct-to-consumer,,Singapore,Asia,2015,471000000,"Jungle Ventures, Accel, Venture Highway",2021
bolttech,1000000000,Fintech,,Singapore,Asia,2018,210000000,"Mundi Ventures, Doqling Capital Partners, Activant Capital",2021
Uplight,2000000000,Other,Boulder,United States,North America,2019,,"Rubicon Technology Partners, Max Ventures, Inclusive Capital Partners",2021
ISN,2000000000,"Supply chain, logistics, & delivery",Dallas,United States,North America,2001,,Blackstone,2020
